artifact_path,artifact_name,artifact_type,purpose,responsibilities,exclusions,classes,functions,imports,referenced_scripts,referenced_tables,referenced_rpcs,defined_rpcs,verifies,line_count,documentation_status,last_scanned_at,scan_error
scripts/application/synchronization_execution_service.py,synchronization_execution_service.py,Python,Coordinates an admitted synchronization request from atomic reservation through Connector execution and the existing synchronization pipeline.,"[""Enforce Source-specific synchronization scope rules."",""Execute the correct Source-specific Connector path."",""Fail a reserved Processing Job if execution fails before the"",""Orchestrator assumes lifecycle responsibility."",""Pass the reserved Processing Job and completed ConnectorSection"",""Recognize an AlphaOmega Source Root Container as an entire-Source scope."",""Reserve the synchronization scope atomically."",""Return the completed synchronization result."",""Validate the admitted synchronization scope."",""to the Synchronization Orchestrator.""]","[""Create Processing Jobs independently."",""Create Synchronization Runs independently."",""Determine hierarchy conflicts."",""Duplicate synchronization pipeline logic."",""Implement Source-specific Connector behavior."",""Perform persisted synchronization admission."",""Perform preliminary conflict detection.""]","[""SynchronizationExecutionService""]","[""__init__"",""_require_text"",""execute""]","[""scripts.sync.source_container_root_service.SourceContainerRootService""]","[""scripts/sync/source_container_root_service.py""]",[],[],[],[],401,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/application/synchronization_preliminary_conflict_service.py,synchronization_preliminary_conflict_service.py,Python,Performs preliminary persisted conflict evaluation for an admitted synchronization request before Source-of-Truth validation and authoritative synchronization reservation.,"[""Detect a running whole-Source Source Container Refresh."",""Detect overlapping running synchronization scopes."",""Reject synchronization when either persisted conflict exists."",""Return a clear preliminary conflict result when execution may"",""continue to later admission stages.""]","[""Create Synchronization Runs."",""Create or update Processing Jobs."",""Execute synchronization."",""Guarantee conflict-free authoritative reservation."",""Perform persisted synchronization identity admission."",""Reserve synchronization execution."",""Validate synchronization scope against a Source of Truth.""]","[""SynchronizationPreliminaryConflictService""]","[""__init__"",""_require_identifier"",""evaluate""]",[],[],[],[],[],[],166,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/application/synchronization_scope_conflict_detector.py,synchronization_scope_conflict_detector.py,Python,Determines whether a requested synchronization scope overlaps one or more other synchronization scopes within the same Source hierarchy.,"[""Allow sibling and otherwise disjoint synchronization scopes."",""Detect ancestor and descendant synchronization conflicts."",""Detect same-Container synchronization conflicts."",""Keep synchronization conflict evaluation isolated by Source."",""Resolve Source Containers from the supplied persisted catalog.""]","[""Access the database."",""Create Processing Jobs or Synchronization Runs."",""Detect Source Container Refresh conflicts."",""Determine which synchronization operations are currently active."",""Execute synchronization."",""Reserve synchronization execution.""]","[""SynchronizationScopeConflictDetector""]","[""_build_container_id_map"",""_build_parent_map"",""_is_ancestor"",""_require_identifier"",""_require_record_identifier"",""find_conflicts""]",[],[],[],[],[],[],436,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/find_onedrive_file_id.py,find_onedrive_file_id.py,Python,Locates a specific OneDrive file by its known OneDrive-relative path and prints its current Microsoft Graph driveItem ID.,[],"[""Enumerate the complete OneDrive."",""Execute synchronization."",""Modify the source file."",""Write to the AlphaOmega database.""]",[],"[""main""]","[""scripts.connectors.ms_graph.graph_connection.graph_get"",""urllib.parse.quote""]","[""scripts/connectors/ms_graph/graph_connection.py""]",[],[],[],"[""Microsoft Graph returns the current driveItem identity for that file."",""The configured OneDrive file can be resolved by its known path.""]",102,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/find_onenote_page_id.py,find_onenote_page_id.py,Python,Locates a specific OneNote page and prints its Microsoft Graph page ID.,[],"[""Create Knowledge Objects."",""Execute synchronization."",""Modify OneNote."",""Write to the AlphaOmega database.""]",[],"[""find_named_object"",""get_collection"",""main""]","[""scripts.connectors.ms_graph.graph_connection.graph_get""]","[""scripts/connectors/ms_graph/graph_connection.py""]",[],[],[],"[""Microsoft Graph returns the current page identity."",""The configured notebook can be located."",""The configured page can be located."",""The configured section can be located.""]",220,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/inspect_onedrive_aios_catalog_hierarchy.py,inspect_onedrive_aios_catalog_hierarchy.py,Python,Inspect the freshly refreshed OneDrive Source Container Catalog around every active Container named AIOS.,"[""Call Microsoft Graph."",""Create Processing Jobs."",""Identify every active Container named AIOS."",""It does NOT:"",""Load all active OneDrive Source Containers."",""Modify database records."",""Recursively count all descendant Containers."",""Refresh Source Containers."",""Resolve each persisted parent when possible."",""Resolve the enabled OneDrive Source."",""Show a small sample of the hierarchy beneath each AIOS Container."",""Show each AIOS Container's persisted identity and parent identity."",""Show immediate child Containers."",""Synchronize content."",""This script is read-only.""]",[],[],"[""build_indexes"",""collect_descendants"",""create_database"",""describe_parent"",""load_active_containers"",""main"",""normalize_identity"",""print_container_report"",""resolve_source""]","[""collections.defaultdict"",""collections.deque"",""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.database.database_connection.DatabaseConnection"",""scripts.sync.source_container_root_service.SourceContainerRootService""]","[""common/security/local_credential_provider.py"",""scripts/database/database_connection.py"",""scripts/sync/source_container_root_service.py""]","[""source_containers"",""sources""]",[],[],[],652,INCOMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/onedrive_formats.py,onedrive_formats.py,Python,Produces a read-only inventory of file formats present across the configured OneDrive Source of Truth.,[],"[""Change synchronization behavior."",""Extract or persist Knowledge Objects."",""Modify OneDrive."",""Write to the AlphaOmega database.""]",[],"[""build_format_inventory"",""get_display_path"",""get_extension"",""main"",""print_summary""]","[""collections.defaultdict"",""pathlib.Path"",""scripts.connectors.ms_graph.graph_connector.GraphConnector"",""scripts.extraction.text_extractor.TextExtractor""]","[""scripts/connectors/ms_graph/graph_connector.py"",""scripts/extraction/text_extractor.py""]",[],[],[],"[""File extensions present in OneDrive can be identified and counted."",""Supported and unsupported extraction formats can be inspected against"",""The production GraphConnector can enumerate the configured OneDrive."",""the live source inventory.""]",609,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/onedrive_live_inventory_folder.py,onedrive_live_inventory_folder.py,Python,Performs a live read-only inventory of a selected OneDrive folder using the production Microsoft Graph Connector.,[],"[""Create Knowledge Objects."",""Modify OneDrive."",""Perform Extraction or Load."",""Write to the AlphaOmega database.""]",[],"[""crawl_folder"",""find_folder"",""locate_target_folder"",""main"",""print_inventory""]","[""collections.Counter"",""scripts.connectors.ms_graph.graph_connector.GraphConnector""]","[""scripts/connectors/ms_graph/graph_connector.py""]",[],[],[],"[""Microsoft Graph results."",""Objects within the selected folder can be identified from live"",""Source inventory can be inspected without database persistence."",""The production GraphConnector can retrieve OneDrive inventory data.""]",373,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/onenote_live_inventory_section.py,onenote_live_inventory_section.py,Python,Performs a live read-only inventory of a selected OneNote section through Microsoft Graph.,[],"[""Create Knowledge Objects."",""Execute the synchronization pipeline."",""Modify OneNote."",""Write to the AlphaOmega database.""]",[],"[""find_named_object"",""get_collection"",""main""]","[""scripts.connectors.ms_graph.graph_connection.graph_get""]","[""scripts/connectors/ms_graph/graph_connection.py""]",[],[],[],"[""Live source inventory can be inspected without database persistence."",""Pages within the selected section can be identified."",""The configured OneNote hierarchy can be queried through Microsoft Graph.""]",405,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_alphaomega_container_reconciliation_live.py,test_alphaomega_container_reconciliation_live.py,Python,Validates Source Container reconciliation against the live persisted AlphaOmega OneDrive container catalog.,[],"[""Apply reconciliation results to the database."",""Create Knowledge Objects."",""Modify the Source Container Catalog."",""Perform content synchronization.""]",[],"[""main"",""select_subtree""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.connectors.ms_graph.onedrive_container_enumerator.OneDriveContainerEnumerator"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.source_container_repository.SourceContainerRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.sync.source_container_observation_validator.SourceContainerObservationValidator"",""scripts.sync.source_container_reconciler.SourceContainerReconciler""]","[""common/security/local_credential_provider.py"",""scripts/connectors/ms_graph/onedrive_container_enumerator.py"",""scripts/database/database_connection.py"",""scripts/database/source_container_repository.py"",""scripts/database/source_repository.py"",""scripts/sync/source_container_observation_validator.py"",""scripts/sync/source_container_reconciler.py""]",[],[],[],"[""Live OneDrive container observations can be enumerated and validated."",""Persisted Source Containers can be retrieved for comparison."",""Reconciliation correctly compares observed and persisted containers."",""Reconciliation produces the expected catalog change classifications.""]",436,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_content_retriever_router.py,test_content_retriever_router.py,Python,Validates selection behavior of the Extraction content retriever router.,[],"[""Connect to a live Source of Truth."",""Perform Extraction."",""Persist Knowledge Objects."",""Retrieve source content.""]",[],"[""main"",""test_missing_source"",""test_noncanonical_source_name"",""test_onedrive_routing"",""test_onenote_routing"",""test_unsupported_source""]","[""scripts.extraction.content_retriever_router.ContentRetrieverRouter"",""unittest.mock.Mock""]","[""scripts/extraction/content_retriever_router.py""]",[],[],[],"[""Retriever routing remains separate from content retrieval itself."",""Supported source and object combinations resolve to the appropriate"",""Unsupported retrieval requests are rejected as expected."",""content retriever.""]",171,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_credential_provider.py,test_credential_provider.py,Python,Validates the local AlphaOmega credential-provider implementation.,[],"[""Create or modify stored credentials."",""Expose credential values as test output."",""Test Microsoft Graph authentication."",""Test database connectivity.""]",[],"[""main""]","[""common.security.local_credential_provider.LocalCredentialProvider""]","[""common/security/local_credential_provider.py""]",[],[],[],"[""Credential retrieval follows the LocalCredentialProvider contract."",""Invalid credential names are rejected."",""Missing or unavailable credentials produce controlled failures."",""Valid logical credential names can be submitted for retrieval.""]",55,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_database_connection.py,test_database_connection.py,Python,Validates AlphaOmega database connectivity using the production database connection and credential boundaries.,[],"[""Modify Knowledge Objects."",""Modify database configuration or credentials."",""Test repository business operations."",""Test synchronization behavior.""]",[],"[""main""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""scripts.database.database_connection.DatabaseConnection""]","[""common/security/local_credential_provider.py"",""scripts/database/database_connection.py""]","[""knowledge_objects""]",[],[],"[""Database connectivity works through the intended production boundary."",""DatabaseConnection can establish a usable database client."",""Required database credentials can be retrieved."",""The client can perform a read operation against knowledge_objects.""]",70,COMPLETE,2026-09-13 05:06:34.617284+00,null
scripts/code_testing/test_discovery_lock_enforcement.py,test_discovery_lock_enforcement.py,Python,Validates synchronization section locking at the Discovery boundary.,[],"[""Bypass synchronization section locking."",""Modify live source content."",""Perform Extraction or Load."",""Test Connector behavior.""]",[],"[""main""]","[""common.security.local_credential_provider.LocalCredentialProvider"",""datetime.datetime"",""datetime.timezone"",""scripts.database.database_connection.DatabaseConnection"",""scripts.database.knowledge_object_repository.KnowledgeObjectRepository"",""scripts.database.source_repository.SourceRepository"",""scripts.discovery.discovery_service.DiscoveryService"",""scripts.sync.sync_exceptions.SectionLockedError"",""scripts.translator.translator_record.TranslatorRecord"",""scripts.translator.translator_section.TranslatorSection""]","[""common/security/local_credential_provider.py"",""scripts/database/database_connection.py"",""scripts/database/knowledge_object_repository.py"",""scripts/database/source_repository.py"",""scripts/discovery/discovery_service.py"",""scripts/sync/sync_exceptions.py"",""scripts/translator/translator_record.py"",""scripts/translator/translator_section.py""]",[],[],[],"[""Attempts to violate the section-lock contract raise the expected"",""Completed synchronization sections cannot be modified after locking."",""Discovery accepts the required completed Translator input."",""Discovery preserves the synchronization framework's stage ownership"",""boundary."",""synchronization exception.""]",156,COMPLETE,2026-09-13 05:06:34.617284+00,null
